age,capital-gain,capital-loss,hours-per-week,income,new_workclass,new_education,new_marital_status,new_occupation
25,0,0,40,<=50K,Private,HS-grad,Never-married,Adm-clerical
39,0,0,50,>50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
35,0,0,45,>50K,Private,Bachelors,Married-civ-spouse,Sales
50,0,1902,38,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical
49,0,0,50,>50K,Local-gov,Masters,Married-civ-spouse,Exec-managerial
25,0,0,40,<=50K,Local-gov,Bachelors,Never-married,Prof-specialty
47,0,0,40,<=50K,Federal-gov,Some-college,Divorced,Adm-clerical
46,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Exec-managerial
42,0,0,40,<=50K,State-gov,Assoc-acdm,Divorced,Prof-specialty
37,0,0,60,>50K,Private,11th,Never-married,Transport-moving
25,0,0,40,<=50K,Private,Bachelors,Never-married,Craft-repair
29,5013,0,40,<=50K,Private,10th,Married-civ-spouse,Craft-repair
26,0,0,45,<=50K,Private,Some-college,Never-married,Sales
26,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
45,0,0,40,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial
34,0,0,30,<=50K,Private,HS-grad,Separated,Exec-managerial
33,0,0,40,<=50K,Federal-gov,Assoc-acdm,Never-married,Adm-clerical
43,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
28,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
51,0,0,75,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing
21,0,0,35,<=50K,Private,Some-college,Never-married,Other-service
23,0,0,35,<=50K,Private,Assoc-acdm,Never-married,Other-service
30,0,0,40,<=50K,Private,HS-grad,Never-married,Tech-support
46,0,0,45,>50K,Private,Masters,Married-civ-spouse,Exec-managerial
38,0,0,50,<=50K,Self-emp-inc,HS-grad,Never-married,Farming-fishing
20,0,0,40,<=50K,Private,HS-grad,Never-married,Sales
36,0,1485,50,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
37,99999,0,50,>50K,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty
44,0,1876,42,<=50K,Local-gov,Masters,Never-married,Prof-specialty
33,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
45,0,0,40,<=50K,Local-gov,Bachelors,Never-married,Exec-managerial
47,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
54,0,1902,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
17,0,0,30,<=50K,Private,10th,Never-married,Other-service
43,0,0,36,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
45,10520,0,50,>50K,Private,Bachelors,Widowed,Prof-specialty
37,0,0,40,<=50K,Private,Some-college,Never-married,Adm-clerical
44,0,0,40,>50K,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair
55,914,0,50,<=50K,Local-gov,Masters,Widowed,Prof-specialty
41,0,0,48,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
23,2174,0,40,<=50K,Private,Bachelors,Never-married,Adm-clerical
38,0,0,40,<=50K,Private,Some-college,Never-married,Adm-clerical
23,0,0,40,<=50K,Private,Bachelors,Never-married,Handlers-cleaners
35,7298,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
18,0,0,20,<=50K,Private,11th,Never-married,Exec-managerial
47,0,0,40,<=50K,Private,Assoc-voc,Married-civ-spouse,Other-service
25,0,0,8,<=50K,Private,Some-college,Never-married,Prof-specialty
41,0,0,50,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial
23,0,0,24,<=50K,Private,Some-college,Never-married,Adm-clerical
41,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
26,2407,0,50,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial
30,0,0,40,<=50K,Local-gov,Some-college,Never-married,Adm-clerical
42,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Sales
35,0,0,40,<=50K,Private,HS-grad,Divorced,Exec-managerial
28,0,0,18,<=50K,Private,Bachelors,Never-married,Prof-specialty
29,0,0,40,<=50K,Private,Some-college,Separated,Tech-support
21,0,0,15,<=50K,Private,Some-college,Married-spouse-absent,Adm-clerical
48,0,0,40,>50K,State-gov,Masters,Divorced,Prof-specialty
44,0,0,60,<=50K,Self-emp-not-inc,HS-grad,Divorced,Transport-moving
34,0,0,40,<=50K,Local-gov,9th,Never-married,Other-service
19,0,0,25,<=50K,Private,HS-grad,Never-married,Other-service
32,0,0,40,>50K,Private,Some-college,Divorced,Craft-repair
31,0,0,40,<=50K,State-gov,Assoc-acdm,Separated,Other-service
25,2407,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Handlers-cleaners
47,0,0,40,>50K,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical
46,0,0,40,<=50K,Federal-gov,11th,Widowed,Adm-clerical
18,0,0,40,<=50K,Private,12th,Never-married,Adm-clerical
31,0,1740,20,<=50K,Private,Some-college,Married-civ-spouse,Adm-clerical
28,0,0,40,<=50K,State-gov,HS-grad,Married-civ-spouse,Adm-clerical
38,0,0,48,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
33,0,0,40,>50K,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair
17,0,0,15,<=50K,Private,10th,Never-married,Prof-specialty
41,0,0,40,>50K,Private,Assoc-voc,Married-civ-spouse,Exec-managerial
46,15024,0,40,>50K,Private,Some-college,Married-civ-spouse,Sales
38,0,0,44,<=50K,Local-gov,Some-college,Married-civ-spouse,Prof-specialty
24,0,0,60,<=50K,Private,Bachelors,Never-married,Sales
49,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
60,0,0,40,<=50K,Federal-gov,Some-college,Divorced,Prof-specialty
44,0,0,60,>50K,Private,Bachelors,Married-civ-spouse,Sales
63,0,0,40,>50K,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial
40,0,0,60,>50K,Private,HS-grad,Married-civ-spouse,Sales
45,0,0,50,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial
49,0,1902,50,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical
36,0,0,40,<=50K,Private,HS-grad,Divorced,Sales
65,0,0,8,<=50K,Local-gov,HS-grad,Married-civ-spouse,Other-service
41,0,0,20,<=50K,Private,Bachelors,Widowed,Exec-managerial
25,0,0,40,<=50K,Private,Masters,Separated,Other-service
20,0,0,35,<=50K,Private,Some-college,Never-married,Prof-specialty
60,0,0,40,<=50K,Private,Assoc-voc,Widowed,Adm-clerical
17,0,0,20,<=50K,Local-gov,11th,Never-married,Prof-specialty
28,0,0,16,>50K,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial
31,0,0,50,<=50K,Private,Assoc-acdm,Never-married,Craft-repair
47,0,0,35,<=50K,Private,Masters,Never-married,Prof-specialty
45,0,0,45,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving
51,0,0,40,<=50K,Private,Bachelors,Never-married,Prof-specialty
23,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
44,0,1902,60,>50K,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial
34,0,0,50,<=50K,Private,HS-grad,Never-married,Exec-managerial
19,0,0,10,<=50K,Private,Some-college,Never-married,Prof-specialty
51,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
46,0,0,40,<=50K,State-gov,HS-grad,Married-civ-spouse,Transport-moving
30,0,1977,40,>50K,Private,Doctorate,Married-civ-spouse,Prof-specialty
37,0,0,35,<=50K,Private,10th,Married-civ-spouse,Farming-fishing
56,0,0,45,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty
29,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
46,0,0,50,>50K,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair
55,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
45,8614,0,48,>50K,Private,Bachelors,Divorced,Sales
34,0,0,40,<=50K,Private,HS-grad,Married-spouse-absent,Handlers-cleaners
45,0,0,40,<=50K,Private,9th,Separated,Prof-specialty
41,0,0,40,<=50K,Private,Bachelors,Never-married,Adm-clerical
22,0,0,20,<=50K,Private,Some-college,Never-married,Prof-specialty
34,0,0,50,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty
27,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
29,0,0,37,<=50K,Private,Some-college,Never-married,Handlers-cleaners
19,0,0,30,<=50K,Federal-gov,12th,Never-married,Other-service
47,0,0,40,<=50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty
43,0,0,50,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial
52,0,0,60,<=50K,Private,Assoc-voc,Separated,Exec-managerial
33,0,0,60,<=50K,Self-emp-not-inc,Assoc-acdm,Divorced,Sales
29,0,0,40,<=50K,Private,9th,Married-civ-spouse,Transport-moving
23,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Handlers-cleaners
23,0,0,40,<=50K,Private,Some-college,Never-married,Exec-managerial
39,0,0,60,<=50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
43,0,0,40,<=50K,Private,5th-6th,Never-married,Machine-op-inspct
31,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
47,0,0,40,>50K,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair
26,0,0,60,<=50K,Private,HS-grad,Never-married,Adm-clerical
58,0,0,55,<=50K,Local-gov,Some-college,Never-married,Prof-specialty
47,27828,0,50,>50K,Self-emp-inc,Prof-school,Divorced,Prof-specialty
55,0,1590,38,<=50K,Private,Bachelors,Never-married,Tech-support
26,5013,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
28,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
36,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
40,0,0,50,<=50K,Private,HS-grad,Married-civ-spouse,Sales
19,0,0,40,<=50K,Private,11th,Never-married,Other-service
63,10605,0,40,>50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales
42,0,0,40,<=50K,Private,Bachelors,Married-civ-spouse,Transport-moving
76,0,0,13,<=50K,Private,9th,Married-civ-spouse,Protective-serv
23,0,0,40,<=50K,State-gov,Assoc-voc,Never-married,Tech-support
38,0,0,40,<=50K,Self-emp-not-inc,5th-6th,Never-married,Transport-moving
33,0,0,30,<=50K,State-gov,Masters,Never-married,Prof-specialty
48,0,0,40,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty
56,0,0,40,>50K,Private,Some-college,Divorced,Transport-moving
32,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
44,0,0,25,<=50K,Local-gov,Some-college,Divorced,Prof-specialty
27,0,0,40,<=50K,Private,HS-grad,Divorced,Adm-clerical
33,0,0,50,<=50K,Federal-gov,Some-college,Never-married,Exec-managerial
22,0,0,40,<=50K,Private,5th-6th,Never-married,Handlers-cleaners
18,0,0,20,<=50K,Private,Some-college,Never-married,Prof-specialty
44,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
42,0,0,60,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving
34,0,0,40,<=50K,Private,Some-college,Never-married,Adm-clerical
45,0,1672,40,<=50K,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical
57,0,0,40,<=50K,Self-emp-inc,HS-grad,Married-civ-spouse,Sales
59,0,0,40,>50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty
33,0,0,40,>50K,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial
52,0,0,49,<=50K,Private,HS-grad,Married-civ-spouse,Farming-fishing
17,0,0,15,<=50K,Private,12th,Never-married,Sales
29,0,0,30,<=50K,Private,HS-grad,Never-married,Other-service
63,0,0,30,>50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales
20,0,0,24,<=50K,Private,Some-college,Never-married,Handlers-cleaners
42,0,1977,50,>50K,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty
50,0,0,50,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing
55,0,0,30,<=50K,Private,HS-grad,Married-civ-spouse,Priv-house-serv
27,0,0,25,<=50K,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical
28,0,0,45,<=50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
55,0,0,45,<=50K,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct
44,0,0,40,<=50K,Federal-gov,Some-college,Married-civ-spouse,Craft-repair
53,0,0,40,<=50K,State-gov,Some-college,Never-married,Protective-serv
23,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
25,0,0,40,<=50K,Private,HS-grad,Divorced,Adm-clerical
44,0,0,40,<=50K,State-gov,Bachelors,Divorced,Prof-specialty
55,0,1977,40,>50K,Private,Masters,Married-civ-spouse,Exec-managerial
48,0,0,35,>50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty
46,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
26,0,0,40,<=50K,Private,Some-college,Never-married,Transport-moving
30,0,0,45,<=50K,Private,7th-8th,Separated,Farming-fishing
32,0,0,40,>50K,Private,Masters,Married-civ-spouse,Prof-specialty
52,0,0,48,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
52,7298,0,50,>50K,Private,HS-grad,Married-civ-spouse,Sales
39,0,0,47,<=50K,Private,HS-grad,Separated,Sales
57,0,1902,40,>50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty
21,594,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
22,0,0,10,<=50K,State-gov,Some-college,Never-married,Other-service
26,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Machine-op-inspct
26,0,0,40,<=50K,State-gov,Some-college,Married-civ-spouse,Other-service
44,0,0,40,>50K,Private,Assoc-voc,Married-civ-spouse,Exec-managerial
42,0,0,30,<=50K,Private,Some-college,Divorced,Adm-clerical
40,0,0,43,<=50K,Private,Some-college,Married-civ-spouse,Transport-moving
22,0,0,45,<=50K,Private,11th,Never-married,Craft-repair
62,0,0,45,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
44,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
18,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
33,0,0,40,<=50K,Self-emp-not-inc,1st-4th,Married-spouse-absent,Craft-repair
45,0,0,50,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
18,0,0,40,<=50K,Private,11th,Married-civ-spouse,Handlers-cleaners
32,0,0,40,<=50K,Local-gov,Some-college,Never-married,Craft-repair
33,0,0,60,>50K,Private,Doctorate,Never-married,Prof-specialty
20,0,0,15,<=50K,Private,Some-college,Never-married,Prof-specialty
68,0,0,20,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing
61,0,0,50,>50K,Private,7th-8th,Married-civ-spouse,Sales
48,0,0,40,>50K,Private,Doctorate,Married-civ-spouse,Prof-specialty
45,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Sales
36,7688,0,40,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales
32,0,0,32,<=50K,Federal-gov,HS-grad,Never-married,Other-service
35,0,0,40,<=50K,Private,Bachelors,Divorced,Other-service
39,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
53,0,0,40,<=50K,Private,7th-8th,Married-civ-spouse,Machine-op-inspct
30,0,0,16,<=50K,Private,Some-college,Separated,Sales
37,0,0,40,<=50K,Private,HS-grad,Never-married,Transport-moving
40,0,0,45,<=50K,Private,Bachelors,Divorced,Protective-serv
25,0,0,40,<=50K,Private,Some-college,Never-married,Adm-clerical
41,0,0,60,<=50K,Private,HS-grad,Never-married,Sales
52,0,0,98,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing
33,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
28,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
25,7298,0,40,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair
53,0,0,55,<=50K,Private,Some-college,Married-civ-spouse,Sales
44,0,0,10,<=50K,Private,1st-4th,Never-married,Other-service
35,0,0,40,<=50K,Private,HS-grad,Divorced,Exec-managerial
38,0,0,58,<=50K,Private,Some-college,Divorced,Craft-repair
34,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
33,0,0,40,<=50K,Private,HS-grad,Divorced,Machine-op-inspct
24,0,0,45,<=50K,State-gov,Some-college,Married-civ-spouse,Adm-clerical
65,0,0,25,<=50K,Local-gov,HS-grad,Widowed,Other-service
29,0,0,60,<=50K,Private,Assoc-acdm,Married-civ-spouse,Sales
39,99999,0,65,>50K,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty
46,0,0,40,>50K,Local-gov,Some-college,Married-civ-spouse,Protective-serv
37,2580,0,60,<=50K,Private,7th-8th,Married-civ-spouse,Farming-fishing
47,0,0,47,>50K,State-gov,Masters,Married-civ-spouse,Exec-managerial
62,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Other-service
54,0,0,60,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales
90,0,0,35,<=50K,Private,Some-college,Never-married,Other-service
33,0,0,20,<=50K,Private,Assoc-acdm,Married-spouse-absent,Craft-repair
57,0,1672,45,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial
25,0,0,40,<=50K,Private,Assoc-acdm,Never-married,Craft-repair
44,0,0,50,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Sales
52,0,0,50,<=50K,Private,Bachelors,Married-spouse-absent,Other-service
21,0,0,40,<=50K,Private,Some-college,Never-married,Machine-op-inspct
31,0,0,18,<=50K,Private,HS-grad,Never-married,Other-service
39,0,0,40,<=50K,Private,Masters,Married-civ-spouse,Transport-moving
59,0,0,40,<=50K,Federal-gov,HS-grad,Widowed,Machine-op-inspct
29,0,0,55,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial
49,0,0,45,<=50K,Private,7th-8th,Never-married,Prof-specialty
34,0,0,40,<=50K,Private,9th,Married-civ-spouse,Craft-repair
22,0,0,40,<=50K,Private,Bachelors,Never-married,Sales
32,0,0,40,<=50K,Private,Bachelors,Married-civ-spouse,Sales
39,0,0,40,<=50K,State-gov,HS-grad,Divorced,Other-service
46,0,0,60,<=50K,Private,Masters,Married-civ-spouse,Prof-specialty
50,3103,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
34,0,0,40,<=50K,Private,HS-grad,Never-married,Other-service
28,0,1902,55,<=50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty
18,0,0,24,<=50K,Private,12th,Never-married,Sales
20,0,0,30,<=50K,Private,HS-grad,Never-married,Sales
20,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
55,0,0,38,<=50K,State-gov,Assoc-voc,Widowed,Exec-managerial
22,0,0,40,<=50K,Private,Some-college,Never-married,Sales
60,0,0,40,<=50K,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial
40,0,0,50,<=50K,Private,10th,Divorced,Craft-repair
47,0,0,30,<=50K,State-gov,Some-college,Married-civ-spouse,Adm-clerical
23,0,0,35,<=50K,Private,Bachelors,Never-married,Exec-managerial
57,0,0,40,<=50K,Local-gov,HS-grad,Widowed,Transport-moving
52,0,0,40,<=50K,Private,11th,Married-civ-spouse,Other-service
42,0,0,40,<=50K,Private,7th-8th,Widowed,Craft-repair
25,0,0,20,<=50K,Private,Assoc-acdm,Never-married,Handlers-cleaners
49,0,2377,40,>50K,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical
41,0,0,40,<=50K,Federal-gov,Some-college,Never-married,Protective-serv
40,0,0,30,<=50K,State-gov,Assoc-voc,Married-civ-spouse,Other-service
38,0,0,55,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
58,0,0,40,<=50K,Private,HS-grad,Never-married,Transport-moving
26,0,0,35,<=50K,Private,Bachelors,Never-married,Other-service
57,0,0,70,<=50K,Private,10th,Divorced,Adm-clerical
28,0,1628,60,<=50K,Private,HS-grad,Married-civ-spouse,Sales
42,0,0,40,<=50K,Private,HS-grad,Separated,Sales
28,2174,0,55,<=50K,Private,Some-college,Never-married,Exec-managerial
17,0,0,40,<=50K,Private,9th,Never-married,Prof-specialty
39,0,0,40,<=50K,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair
28,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
42,4386,0,48,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
51,0,0,50,<=50K,Self-emp-not-inc,Some-college,Divorced,Sales
27,0,0,39,<=50K,Private,Some-college,Never-married,Adm-clerical
41,0,0,43,<=50K,Private,HS-grad,Divorced,Adm-clerical
28,0,0,40,<=50K,Private,Bachelors,Married-civ-spouse,Craft-repair
54,10520,0,30,>50K,Self-emp-not-inc,Some-college,Divorced,Farming-fishing
73,0,0,8,<=50K,Private,HS-grad,Widowed,Prof-specialty
49,0,0,30,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
47,0,0,40,>50K,Private,Masters,Married-civ-spouse,Exec-managerial
27,0,0,49,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
42,0,0,45,>50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty
32,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
32,0,0,41,<=50K,Local-gov,HS-grad,Married-civ-spouse,Other-service
27,0,0,40,<=50K,Private,Masters,Never-married,Sales
29,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
22,0,0,30,<=50K,Private,Assoc-voc,Never-married,Prof-specialty
41,5178,0,40,>50K,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical
49,7298,0,40,>50K,Local-gov,Some-college,Married-civ-spouse,Handlers-cleaners
58,0,0,50,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing
41,7688,0,40,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing
26,0,0,35,<=50K,Private,9th,Married-civ-spouse,Craft-repair
21,0,0,55,<=50K,Private,HS-grad,Never-married,Sales
32,0,0,2,>50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
37,0,0,50,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
23,0,0,20,<=50K,Private,Bachelors,Never-married,Sales
42,0,0,40,>50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial
25,0,0,26,>50K,Private,HS-grad,Married-civ-spouse,Sales
67,0,0,40,<=50K,Private,Some-college,Divorced,Adm-clerical
41,0,0,38,<=50K,Local-gov,HS-grad,Divorced,Transport-moving
49,0,0,50,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty
36,1506,0,45,<=50K,Private,Bachelors,Divorced,Prof-specialty
18,0,0,35,<=50K,Private,11th,Never-married,Craft-repair
25,0,0,40,<=50K,Private,5th-6th,Married-civ-spouse,Handlers-cleaners
43,0,0,50,<=50K,State-gov,Prof-school,Divorced,Prof-specialty
38,99999,0,36,>50K,Private,Doctorate,Married-civ-spouse,Exec-managerial
21,0,0,20,<=50K,Private,Some-college,Never-married,Sales
65,0,0,15,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales
66,0,0,35,<=50K,Private,Assoc-voc,Widowed,Prof-specialty
33,0,0,60,<=50K,Private,11th,Never-married,Transport-moving
51,3411,0,38,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
27,0,1740,40,<=50K,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair
17,0,0,16,<=50K,Private,12th,Never-married,Other-service
32,15024,0,45,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
61,0,0,36,<=50K,Private,HS-grad,Widowed,Prof-specialty
38,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
